PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, AC12
Station name, ChernaburaAK2008
Begin Date, 2008-05-06
End Date, 2023-09-04
Release Date, 2023-10-05
Source file, AC12.cwu.nam14.pos
Offset from source file, 47.87 mm North, -40.07 mm East, -1.22 mm Vertical
Reference position, 54.8309633807 North Latitude, -159.5895623482 East Longitude, 84.40912 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2021-02-08,-413.88, -11.70, 210.51, 2.09, 1.4, 6.89, suppf,
2021-02-09,-412.41, -12.13, 216.17, 2.11, 1.4, 6.95, suppf,
2021-02-10,-413.35, -11.58, 216.92, 2.11, 1.41, 6.96, suppf,
2021-02-11,-415.25, -12.10, 219.97, 2.1, 1.41, 6.93, suppf,
2021-02-12,-414.92, -11.89, 219.02, 2.11, 1.41, 6.95, suppf,
2021-02-13,-414.45, -13.31, 223.07, 2.09, 1.4, 6.91, suppf,
2021-02-14,-416.18, -12.04, 222.61, 2.1, 1.4, 6.91, suppf,
2021-02-15,-416.49, -12.78, 222.04, 2.09, 1.4, 6.89, suppf,
2021-02-16,-413.10, -10.74, 219.31, 2.1, 1.4, 6.9, suppf,
2021-02-17,-412.90, -10.72, 221.75, 2.1, 1.4, 6.9, suppf,
2021-02-18,-413.59, -11.64, 219.04, 2.11, 1.43, 7.13, suppf,
2021-02-19,-412.91, -11.21, 229.90, 2.1, 1.43, 7.09, suppf,
2021-02-20,-413.86, -11.74, 230.27, 2.1, 1.4, 6.9, suppf,
2021-02-21,-413.10, -10.56, 232.58, 2.09, 1.39, 6.87, suppf,
2021-02-22,-412.69, -10.85, 227.93, 2.1, 1.39, 6.88, suppf,
2021-02-23,-412.79, -9.29, 220.61, 2.09, 1.39, 6.87, suppf,
2021-02-24,-414.20, -10.41, 220.53, 2.09, 1.4, 6.88, suppf,
2021-02-25,-415.11, -9.93, 229.28, 2.16, 1.44, 7.07, suppf,
2021-02-26,-416.65, -7.03, 231.11, 2.19, 1.47, 7.26, suppf,
2021-02-27,-415.91, -6.94, 231.92, 2.26, 1.48, 7.21, suppf,
2021-02-28,-414.13, -9.43, 231.04, 2.17, 1.43, 7.01, suppf,
2021-03-01,-416.37, -10.96, 223.93, 2.19, 1.45, 7.1, suppf,
2021-03-02,-416.40, -9.66, 228.80, 2.13, 1.44, 7.02, suppf,
2021-03-03,-418.59, -9.88, 228.92, 2.1, 1.42, 6.94, suppf,
2021-03-04,-416.84, -9.62, 230.80, 2.11, 1.42, 6.96, suppf,
2021-03-05,-416.66, -11.78, 226.72, 2.14, 1.44, 7.14, suppf,
2021-03-06,-415.59, -10.43, 231.18, 2.13, 1.45, 7.13, suppf,
2021-03-07,-418.15, -10.59, 227.31, 2.12, 1.44, 7.17, suppf,
2021-03-08,-421.12, -11.78, 214.72, 2.15, 1.48, 7.32, suppf,
2021-03-09,-415.71, -10.32, 223.85, 2.11, 1.41, 6.91, suppf,
2021-03-10,-415.57, -10.50, 224.27, 2.1, 1.41, 6.92, suppf,
2021-03-11,-416.06, -8.17, 226.02, 2.09, 1.41, 6.9, suppf,
2021-03-12,-413.42, -10.16, 223.87, 2.12, 1.44, 7, suppf,
2021-03-13,-419.22, -8.12, 219.15, 2.09, 1.4, 6.86, suppf,
2021-03-14,-416.67, -8.69, 225.76, 2.09, 1.4, 6.87, suppf,
2021-03-15,-415.21, -7.28, 228.42, 2.09, 1.39, 6.84, suppf,
2021-03-16,-417.82, -6.12, 235.43, 2.09, 1.4, 6.86, suppf,
2021-03-17,-417.75, -8.22, 225.61, 2.09, 1.4, 6.88, suppf,
2021-03-18,-416.26, -8.05, 228.24, 2.16, 1.43, 7.05, suppf,
2021-03-19,-417.90, -8.74, 223.70, 2.16, 1.43, 7.04, suppf,
2021-03-20,-417.75, -5.76, 223.40, 2.09, 1.4, 6.87, suppf,
2021-03-21,-418.64, -5.76, 224.60, 2.1, 1.4, 6.87, suppf,
2021-03-22,-417.27, -7.31, 223.24, 2.09, 1.4, 6.9, suppf,
2021-03-23,-416.84, -7.76, 222.61, 2.1, 1.4, 6.89, suppf,
2021-03-24,-418.32, -5.70, 222.13, 2.1, 1.4, 6.91, suppf,
2021-03-25,-416.52, -7.38, 227.20, 2.12, 1.4, 6.94, suppf,
2021-03-26,-414.70, -6.48, 224.06, 2.09, 1.39, 6.86, suppf,
2021-03-27,-415.82, -6.53, 219.02, 2.1, 1.41, 6.93, suppf,
2021-03-28,-416.65, -5.89, 226.84, 2.11, 1.4, 6.94, suppf,
2021-03-29,-415.05, -5.30, 217.38, 2.11, 1.41, 6.94, suppf,
2021-03-30,-417.27, -5.68, 220.46, 2.08, 1.39, 6.82, suppf,
2021-03-31,-417.09, -8.26, 224.08, 2.1, 1.39, 6.86, suppf,
2021-04-01,-419.14, -4.40, 223.26, 2.13, 1.42, 7.15, suppf,
2021-04-02,-419.65, -6.72, 227.29, 2.11, 1.4, 6.92, suppf,
2021-04-03,-417.35, -5.62, 221.84, 2.1, 1.4, 6.89, suppf,
2021-04-04,-418.26, -5.35, 216.55, 2.1, 1.4, 6.89, suppf,
2021-04-05,-417.30, -5.62, 220.24, 2.1, 1.39, 6.87, suppf,
2021-04-06,-416.91, -6.18, 228.39, 2.1, 1.39, 6.87, suppf,
2021-04-07,-417.19, -5.14, 211.34, 2.11, 1.41, 6.93, suppf,
2021-04-08,-417.12, -7.49, 222.17, 2.21, 1.46, 7.19, suppf,
2021-04-09,-418.00, -7.84, 218.89, 2.15, 1.42, 6.95, suppf,
2021-04-10,-419.19, -6.62, 222.84, 2.1, 1.4, 6.87, suppf,
2021-04-11,-420.27, -6.40, 212.48, 2.09, 1.39, 6.84, suppf,
2021-04-12,-420.28, -5.59, 220.20, 2.16, 1.43, 7.05, suppf,
2021-04-13,-420.76, -3.55, 220.74, 2.15, 1.43, 7.04, suppf,
2021-04-14,-419.67, -4.94, 219.62, 2.15, 1.43, 7.03, suppf,
2021-04-15,-418.14, -5.65, 221.66, 2.14, 1.42, 7, suppf,
2021-04-16,-418.13, -5.07, 220.00, 2.14, 1.42, 7, suppf,
2021-04-17,-417.41, -5.03, 217.39, 2.16, 1.43, 7.05, suppf,
2021-04-18,-418.64, -4.66, 220.20, 2.15, 1.43, 7.04, suppf,
2021-04-19,-420.80, -4.94, 213.36, 2.22, 1.47, 7.13, suppf,
2021-04-20,-417.79, -8.23, 213.55, 2.15, 1.43, 7.04, suppf,
2021-04-21,-418.79, -7.03, 223.07, 2.14, 1.43, 7.05, suppf,
2021-04-22,-419.65, -5.43, 223.06, 2.2, 1.46, 7.19, suppf,
2021-04-23,-419.74, -6.74, 214.30, 2.21, 1.46, 7.21, suppf,
2021-04-24,-419.94, -5.36, 215.07, 2.08, 1.4, 6.83, suppf,
2021-04-25,-417.14, -5.53, 219.22, 2.09, 1.4, 6.85, suppf,
2021-04-26,-419.49, -5.44, 219.63, 2.08, 1.4, 6.84, suppf,
2021-04-27,-421.10, -6.53, 221.29, 2.15, 1.43, 7.12, suppf,
2021-04-28,-419.63, -5.11, 219.21, 2.15, 1.43, 7.12, suppf,
2021-04-29,-419.04, -5.71, 218.20, 2.08, 1.4, 6.82, suppf,
2021-04-30,-419.12, -6.77, 211.80, 2.08, 1.4, 6.81, suppf,
2021-05-01,-418.32, -5.50, 218.05, 2.1, 1.4, 6.84, suppf,
2021-05-02,-419.21, -7.09, 217.03, 2.09, 1.4, 6.81, suppf,
2021-05-03,-420.22, -5.95, 216.41, 2.09, 1.4, 6.83, suppf,
2021-05-04,-418.64, -5.69, 222.60, 2.09, 1.4, 6.81, suppf,
2021-05-05,-419.41, -5.63, 214.19, 2.09, 1.4, 6.82, suppf,
2021-05-06,-418.32, -7.11, 214.53, 2.14, 1.44, 6.89, suppf,
2021-05-07,-420.44, -6.41, 216.27, 2.09, 1.4, 6.83, suppf,
2021-05-08,-421.33, -6.04, 212.92, 2.09, 1.4, 6.81, suppf,
2021-05-09,-422.27, -5.50, 212.07, 2.09, 1.41, 6.82, suppf,
2021-05-10,-420.98, -5.29, 220.61, 2.09, 1.4, 6.81, suppf,
2021-05-11,-420.54, -5.62, 222.13, 2.1, 1.41, 6.83, suppf,
2021-05-12,-421.23, -4.68, 221.15, 2.1, 1.41, 6.84, suppf,
2021-05-13,-422.13, -5.59, 223.30, 2.1, 1.4, 6.82, suppf,
2021-05-14,-421.17, -5.25, 211.27, 2.08, 1.4, 6.77, suppf,
2021-05-15,-420.85, -4.51, 216.07, 2.09, 1.41, 6.8, suppf,
2021-05-16,-421.05, -5.97, 223.04, 2.1, 1.41, 6.82, suppf,
2021-05-17,-420.03, -5.39, 217.91, 2.1, 1.41, 6.81, suppf,
2021-05-18,-420.21, -4.30, 218.64, 2.1, 1.41, 6.8, suppf,
2021-05-19,-419.76, -5.01, 220.91, 2.13, 1.43, 6.96, suppf,
2021-05-20,-421.49, -3.34, 218.29, 2.25, 1.47, 7.12, suppf,
2021-05-21,-423.33, -6.05, 213.26, 2.21, 1.45, 6.97, suppf,
2021-05-22,-421.73, -6.73, 218.33, 2.15, 1.43, 6.88, suppf,
2021-05-23,-422.35, -7.07, 220.86, 2.1, 1.41, 6.82, suppf,
2021-05-24,-419.37, -7.87, 216.34, 2.12, 1.41, 6.85, suppf,
2021-05-25,-422.00, -6.14, 214.86, 2.1, 1.41, 6.79, suppf,
2021-05-26,-421.13, -6.50, 217.49, 2.14, 1.44, 6.97, suppf,
2021-05-27,-422.26, -6.01, 219.88, 2.1, 1.42, 6.83, suppf,
2021-05-28,-421.89, -5.59, 220.17, 2.13, 1.44, 6.95, suppf,
2021-05-29,-424.92, -5.00, 218.83, 2.11, 1.42, 6.85, suppf,
2021-05-30,-423.44, -5.71, 219.16, 2.09, 1.41, 6.78, suppf,
2021-05-31,-422.96, -4.47, 226.35, 2.12, 1.42, 6.86, suppf,
2021-06-01,-422.50, -6.24, 215.58, 2.11, 1.42, 6.83, suppf,
2021-06-02,-421.13, -7.40, 219.93, 2.11, 1.42, 6.84, suppf,
2021-06-03,-422.93, -7.06, 218.21, 2.11, 1.42, 6.82, suppf,
2021-06-04,-422.57, -7.07, 221.99, 2.11, 1.41, 6.81, suppf,
2021-06-05,-421.70, -6.29, 219.79, 2.11, 1.41, 6.82, suppf,
2021-06-06,-426.57, -4.76, 225.30, 2.13, 1.42, 6.88, suppf,
2021-06-07,-422.51, -5.83, 217.58, 2.12, 1.41, 6.85, suppf,
2021-06-08,-425.22, -7.30, 210.55, 4.5, 3.64, 10.98, suppf,
2021-06-09,-421.75, -5.54, 215.85, 4.29, 3.47, 10.47, suppf,
2021-06-10,-424.27, -5.07, 217.92, 4.36, 3.5, 10.66, suppf,
2021-06-11,-420.85, -6.34, 216.80, 4.89, 4.03, 11.77, suppf,
2021-06-12,-423.20, -5.80, 219.83, 4.55, 3.69, 11.02, suppf,
2021-06-13,-422.44, -6.38, 216.68, 4.39, 3.5, 10.61, suppf,
2021-06-14,-423.70, -5.52, 212.95, 4.31, 3.47, 10.6, suppf,
2021-06-15,-422.53, -1.91, 213.47, 4.73, 3.89, 11.58, suppf,
2021-06-16,-422.61, -6.33, 213.69, 4.56, 3.66, 10.96, suppf,
2021-06-17,-422.98, -6.16, 215.18, 4.22, 3.39, 10.32, suppf,
2021-06-18,-424.03, -6.60, 215.75, 4.43, 3.56, 10.72, suppf,
2021-06-19,-423.92, -6.74, 212.41, 4.25, 3.41, 10.39, suppf,
2021-06-20,-423.77, -5.78, 215.59, 2.1, 1.43, 6.84, suppf,
2021-06-21,-422.96, -5.22, 219.44, 2.15, 1.46, 6.97, suppf,
2021-06-22,-422.16, -4.38, 218.20, 2.18, 1.45, 6.99, suppf,
2021-06-23,-421.80, -5.53, 215.32, 2.18, 1.44, 6.97, suppf,
2021-06-24,-425.08, -3.95, 211.75, 2.16, 1.44, 6.92, suppf,
2021-06-25,-423.55, -4.87, 213.25, 2.16, 1.44, 6.92, suppf,
2021-06-26,-423.35, -4.67, 211.68, 2.16, 1.44, 6.92, suppf,
2021-06-27,-421.37, -5.76, 214.05, 2.17, 1.43, 6.92, suppf,
2021-06-28,-423.24, -5.61, 212.04, 2.16, 1.43, 6.89, suppf,
2021-06-29,-421.67, -5.77, 212.62, 2.15, 1.43, 6.87, suppf,
2021-06-30,-425.04, -4.42, 211.91, 2.15, 1.44, 6.9, suppf,
2021-07-01,-423.36, -4.29, 217.87, 2.24, 1.48, 7.08, suppf,
2021-07-02,-424.22, -4.30, 217.60, 2.25, 1.46, 7.07, suppf,
2021-07-03,-422.61, -4.61, 216.97, 2.16, 1.44, 6.94, suppf,
2021-07-04,-420.05, -4.17, 213.34, 2.14, 1.44, 6.91, suppf,
2021-07-05,-421.96, -6.45, 212.81, 2.16, 1.45, 6.98, suppf,
2021-07-06,-422.96, -4.76, 221.56, 2.17, 1.45, 7, suppf,
2021-07-07,-420.76, -5.32, 222.37, 2.14, 1.43, 6.88, suppf,
2021-07-08,-421.09, -5.66, 220.01, 2.15, 1.43, 6.92, suppf,
2021-07-09,-422.13, -5.34, 222.22, 2.19, 1.47, 7.12, suppf,
2021-07-10,-420.71, 0.23, 219.32, 2.23, 1.5, 7.32, suppf,
2021-07-11,-422.13, -2.89, 217.25, 2.15, 1.43, 6.91, suppf,
2021-07-12,-422.52, -3.78, 219.80, 2.16, 1.43, 6.96, suppf,
2021-07-13,-421.26, -5.34, 219.31, 2.14, 1.43, 6.87, suppf,
2021-07-14,-422.28, -3.26, 218.81, 2.14, 1.44, 6.93, suppf,
2021-07-15,-422.41, -5.24, 220.23, 2.18, 1.46, 6.99, suppf,
2021-07-16,-422.75, -4.80, 223.29, 2.25, 1.53, 7.38, suppf,
2021-07-17,-424.57, -4.79, 222.37, 2.18, 1.45, 7.13, suppf,
2021-07-18,-423.50, -4.58, 225.27, 2.17, 1.46, 7.13, suppf,
2021-07-19,-427.30, -7.53, 225.68, 2.18, 1.47, 7.14, suppf,
2021-07-20,-426.24, -3.09, 217.13, 2.21, 1.5, 7.32, suppf,
2021-07-21,-427.08, -4.84, 218.50, 2.15, 1.44, 6.95, suppf,
2021-07-22,-426.20, -1.85, 225.31, 2.19, 1.47, 7.15, suppf,
2021-07-23,-421.88, -3.86, 215.75, 2.18, 1.46, 7.06, suppf,
2021-07-24,-423.89, -3.12, 214.64, 2.15, 1.43, 6.91, suppf,
2021-07-25,-422.61, -5.09, 216.57, 2.15, 1.43, 6.93, suppf,
2021-07-26,-423.07, -4.63, 226.81, 2.14, 1.43, 6.91, suppf,
2021-07-27,-423.68, -5.22, 216.58, 2.15, 1.43, 6.93, suppf,
2021-07-28,-428.40, -4.61, 220.53, 2.15, 1.43, 6.94, suppf,
2021-07-29,-438.66, -16.94, 212.23, 2.19, 1.45, 6.95, suppf,
2021-07-30,-446.29, -18.83, 202.86, 2.23, 1.46, 6.99, suppf,
2021-07-31,-449.17, -19.13, 203.24, 2.16, 1.44, 7.01, suppf,
2021-08-01,-444.41, -17.26, 201.25, 2.17, 1.44, 7.02, suppf,
2021-08-02,-444.25, -18.50, 203.58, 2.15, 1.43, 6.97, suppf,
2021-08-03,-446.16, -18.37, 202.72, 2.18, 1.44, 7.07, suppf,
2021-08-04,-443.84, -17.07, 211.96, 2.3, 1.55, 7.74, suppf,
2021-08-05,-446.41, -18.52, 205.74, 2.16, 1.43, 6.97, suppf,
2021-08-06,-448.61, -18.14, 208.48, 2.19, 1.45, 7.16, suppf,
2021-08-07,-449.07, -16.80, 202.15, 2.2, 1.47, 7.15, suppf,
2021-08-08,-447.65, -14.40, 206.33, 2.14, 1.43, 6.95, suppf,
2021-08-09,-447.94, -13.77, 213.64, 2.18, 1.45, 7.08, suppf,
2021-08-10,-448.31, -15.49, 216.24, 2.14, 1.43, 6.94, suppf,
2021-08-11,-447.77, -15.42, 207.42, 2.16, 1.44, 7.03, suppf,
2021-08-12,-447.95, -16.52, 209.49, 2.14, 1.42, 6.93, suppf,
2021-08-13,-448.59, -16.84, 214.02, 2.14, 1.42, 6.93, suppf,
2021-08-14,-448.93, -18.24, 210.81, 2.13, 1.41, 6.89, suppf,
2021-08-15,-450.24, -16.73, 215.02, 2.14, 1.42, 6.92, suppf,
2021-08-16,-449.94, -16.44, 208.05, 2.18, 1.43, 7.02, suppf,
2021-08-17,-450.04, -12.32, 208.25, 2.15, 1.43, 7, suppf,
2021-08-18,-450.02, -15.45, 208.92, 2.15, 1.42, 6.95, suppf,
2021-08-19,-451.18, -14.54, 209.99, 2.14, 1.43, 6.95, suppf,
2021-08-20,-448.14, -16.38, 200.73, 2.16, 1.43, 6.97, suppf,
2021-08-21,-451.88, -16.24, 206.36, 2.32, 1.49, 7.23, suppf,
2021-08-22,-454.48, -16.75, 204.30, 2.27, 1.47, 7.25, suppf,
2021-08-23,-451.70, -15.57, 220.54, 2.4, 1.54, 7.72, suppf,
2021-08-24,-453.39, -15.29, 216.60, 2.14, 1.42, 6.91, suppf,
2021-08-25,-452.22, -14.83, 209.53, 2.14, 1.42, 6.91, suppf,
2021-08-26,-451.94, -14.45, 209.10, 2.13, 1.42, 6.89, suppf,
2021-08-27,-452.32, -14.51, 216.12, 2.15, 1.42, 6.94, suppf,
2021-08-28,-454.83, -15.71, 217.45, 2.16, 1.44, 7, suppf,
2021-08-29,-454.28, -14.65, 210.48, 2.16, 1.43, 7, suppf,
2021-08-30,-457.28, -13.41, 216.89, 2.15, 1.44, 7.01, suppf,
2021-08-31,-455.57, -13.48, 219.40, 2.15, 1.43, 6.93, suppf,
2021-09-01,-454.57, -13.05, 214.96, 2.14, 1.42, 6.91, suppf,
2021-09-02,-455.51, -14.49, 212.05, 2.22, 1.45, 7.05, suppf,
2021-09-03,-454.75, -14.94, 202.90, 2.24, 1.48, 7.33, suppf,
2021-09-04,-455.49, -14.76, 214.88, 2.18, 1.5, 7.33, suppf,
2021-09-05,-453.38, -15.37, 215.26, 2.16, 1.46, 7.05, suppf,
2021-09-06,-453.83, -14.94, 217.21, 2.13, 1.41, 6.86, suppf,
2021-09-07,-454.84, -14.13, 215.46, 2.14, 1.42, 6.91, suppf,
2021-09-08,-456.47, -14.72, 209.97, 2.14, 1.42, 6.89, suppf,
2021-09-09,-456.89, -12.46, 214.14, 2.13, 1.42, 6.89, suppf,
2021-09-10,-455.85, -12.28, 217.88, 2.13, 1.42, 6.91, suppf,
2021-09-11,-457.22, -14.72, 207.45, 2.13, 1.42, 6.89, suppf,
2021-09-12,-455.42, -14.94, 196.85, 2.17, 1.44, 7.09, suppf,
2021-09-13,-456.58, -13.61, 210.87, 2.16, 1.42, 6.95, suppf,
2021-09-14,-456.37, -12.41, 212.68, 2.14, 1.42, 6.96, suppf,
2021-09-15,-460.00, -12.09, 211.19, 2.16, 1.44, 7.02, suppf,
2021-09-16,-456.69, -13.21, 214.66, 2.14, 1.42, 6.94, suppf,
2021-09-17,-453.00, -15.13, 211.74, 2.16, 1.44, 7.06, suppf,
2021-09-18,-455.99, -14.03, 215.85, 2.16, 1.43, 7.01, suppf,
2021-09-19,-455.11, -14.24, 209.37, 2.16, 1.43, 7.01, suppf,
2021-09-20,-454.29, -13.45, 214.11, 2.14, 1.43, 6.97, suppf,
2021-09-21,-456.62, -15.16, 209.75, 2.15, 1.43, 7.05, suppf,
2021-09-22,-457.34, -14.89, 205.62, 2.14, 1.42, 6.98, suppf,
2021-09-23,-458.28, -13.25, 211.08, 2.14, 1.43, 7, suppf,
2021-09-24,-456.72, -16.28, 206.06, 2.24, 1.49, 7.22, suppf,
2021-09-25,-456.15, -14.72, 207.11, 2.13, 1.42, 6.94, suppf,
2021-09-26,-455.55, -14.26, 211.91, 2.13, 1.42, 6.93, suppf,
2021-09-27,-457.25, -12.04, 208.10, 2.15, 1.44, 7.02, suppf,
2021-09-28,-458.31, -13.00, 209.43, 2.14, 1.42, 6.96, suppf,
2021-09-29,-456.03, -13.39, 213.94, 2.14, 1.43, 6.99, suppf,
2021-09-30,-456.07, -13.90, 212.34, 2.15, 1.43, 7.01, suppf,
2021-10-01,-457.62, -14.95, 217.68, 2.16, 1.43, 7.02, suppf,
2021-10-02,-456.63, -14.67, 210.04, 2.14, 1.43, 6.97, suppf,
2021-10-03,-454.97, -14.54, 210.98, 2.15, 1.43, 7.01, suppf,
2021-10-04,-458.64, -12.97, 211.62, 2.15, 1.43, 7, suppf,
2021-10-05,-457.94, -11.69, 213.29, 2.14, 1.42, 6.93, suppf,
2021-10-06,-459.67, -11.13, 214.41, 2.18, 1.44, 7.08, suppf,
2021-10-07,-457.03, -12.80, 213.00, 2.15, 1.44, 7.06, suppf,
2021-10-08,-458.15, -15.10, 202.55, 2.18, 1.47, 7.19, suppf,
2021-10-09,-458.99, -12.64, 212.13, 2.14, 1.43, 6.98, suppf,
2021-10-10,-458.16, -9.43, 208.92, 2.13, 1.42, 6.93, suppf,
2021-10-11,-457.80, -10.59, 215.08, 2.16, 1.44, 7.08, suppf,
2021-10-12,-457.97, -13.26, 212.62, 2.14, 1.43, 6.98, suppf,
2021-10-13,-454.84, -10.92, 211.96, 2.13, 1.42, 6.91, suppf,
2021-10-14,-457.56, -10.36, 211.08, 2.14, 1.42, 6.93, suppf,
2021-10-15,-457.96, -12.09, 206.04, 2.14, 1.42, 6.93, suppf,
2021-10-16,-458.41, -11.67, 207.21, 2.15, 1.43, 6.97, suppf,
2021-10-17,-456.25, -11.09, 210.77, 2.17, 1.43, 7.02, suppf,
2021-10-18,-459.34, -10.77, 217.11, 2.13, 1.42, 6.93, suppf,
2021-10-19,-459.51, -10.68, 216.32, 2.15, 1.43, 7, suppf,
2021-10-20,-458.21, -11.66, 215.82, 2.2, 1.46, 7.1, suppf,
2021-10-21,-459.23, -11.63, 205.56, 2.22, 1.46, 7.16, suppf,
2021-10-22,-458.96, -11.38, 216.07, 2.16, 1.43, 7.01, suppf,
2021-10-23,-457.37, -10.87, 221.00, 2.13, 1.42, 6.92, suppf,
2021-10-24,-458.73, -11.10, 218.34, 2.17, 1.45, 7.17, suppf,
2021-10-25,-459.36, -11.88, 218.51, 2.14, 1.42, 6.95, suppf,
2021-10-26,-458.66, -11.66, 217.81, 2.13, 1.41, 6.87, suppf,
2021-10-27,-458.75, -10.63, 217.20, 2.17, 1.45, 7.12, suppf,
2021-10-28,-458.14, -13.20, 212.60, 2.16, 1.45, 7.13, suppf,
2021-10-29,-459.96, -10.99, 217.16, 2.16, 1.44, 7.11, suppf,
2021-10-30,-459.52, -10.93, 212.55, 2.17, 1.45, 7.17, suppf,
2021-10-31,-458.77, -9.73, 216.43, 2.16, 1.45, 7.11, suppf,
2021-11-01,-457.79, -11.31, 215.14, 2.16, 1.44, 7.09, suppf,
2021-11-02,-458.87, -11.51, 209.62, 2.15, 1.44, 7.1, suppf,
2021-11-03,-458.57, -11.87, 205.46, 2.16, 1.44, 7.14, suppf,
2021-11-04,-458.00, -11.56, 211.83, 2.17, 1.46, 7.22, suppf,
2021-11-05,-458.53, -12.96, 206.84, 2.16, 1.45, 7.12, suppf,
2021-11-06,-458.80, -12.69, 208.71, 2.16, 1.44, 7.1, suppf,
2021-11-07,-460.55, -12.68, 207.98, 2.15, 1.44, 7.07, suppf,
2021-11-08,-459.08, -13.02, 206.56, 2.14, 1.43, 7.03, suppf,
2021-11-09,-459.27, -11.00, 209.35, 2.14, 1.42, 6.95, suppf,
2021-11-10,-461.71, -10.93, 207.22, 2.13, 1.42, 6.92, suppf,
2021-11-11,-460.56, -12.97, 211.96, 2.13, 1.42, 6.9, suppf,
2021-11-12,-460.23, -12.73, 210.31, 2.17, 1.45, 7.08, suppf,
2021-11-13,-459.71, -11.52, 210.67, 2.22, 1.46, 7.17, suppf,
2021-11-14,-457.32, -11.44, 208.25, 2.23, 1.47, 7.21, suppf,
2021-11-15,-459.81, -11.40, 205.65, 2.17, 1.45, 7.04, suppf,
2021-11-16,-457.38, -8.85, 210.22, 2.2, 1.46, 7.13, suppf,
2021-11-17,-460.52, -9.65, 204.21, 2.13, 1.42, 6.91, suppf,
2021-11-18,-460.83, -10.92, 205.52, 2.12, 1.41, 6.88, suppf,
2021-11-19,-460.77, -10.48, 205.95, 2.13, 1.41, 6.91, suppf,
2021-11-20,-459.18, -11.72, 201.12, 2.13, 1.41, 6.91, suppf,
2021-11-21,-459.53, -9.46, 206.01, 2.13, 1.41, 6.91, suppf,
2021-11-22,-458.10, -11.63, 206.24, 2.13, 1.41, 6.89, suppf,
2021-11-23,-459.25, -11.61, 199.78, 2.12, 1.41, 6.88, suppf,
2021-11-24,-458.72, -10.21, 206.30, 2.12, 1.42, 6.91, suppf,
2021-11-25,-459.09, -11.81, 206.89, 2.12, 1.41, 6.89, suppf,
2021-11-26,-458.03, -12.40, 204.92, 2.13, 1.41, 6.91, suppf,
2021-11-27,-459.11, -10.28, 205.46, 2.13, 1.41, 6.89, suppf,
2021-11-28,-459.17, -9.78, 208.22, 2.13, 1.42, 6.93, suppf,
2021-11-29,-460.64, -9.28, 205.16, 2.12, 1.42, 6.89, suppf,
2021-11-30,-460.74, -10.65, 206.68, 2.12, 1.41, 6.89, suppf,
2021-12-01,-460.73, -9.87, 205.68, 2.13, 1.41, 6.91, suppf,
2021-12-02,-460.55, -9.44, 205.00, 2.15, 1.43, 7.02, suppf,
2021-12-03,-460.25, -11.60, 201.29, 2.21, 1.48, 7.34, suppf,
2021-12-04,-459.61, -10.02, 201.82, 2.15, 1.43, 7.03, suppf,
2021-12-05,-461.77, -7.58, 198.69, 2.14, 1.44, 7.05, suppf,
2021-12-06,-462.34, -8.64, 204.83, 2.15, 1.43, 7.06, suppf,
2021-12-07,-460.08, -9.84, 203.73, 2.22, 1.47, 7.17, suppf,
2021-12-08,-461.34, -10.48, 205.00, 2.22, 1.47, 7.18, suppf,
2021-12-09,-460.60, -9.81, 203.54, 2.19, 1.48, 7.32, suppf,
2021-12-10,-460.78, -11.88, 209.26, 2.21, 1.51, 7.43, suppf,
2021-12-11,-460.21, -12.35, 212.08, 2.14, 1.45, 7.06, suppf,
2021-12-12,-459.02, -9.13, 212.70, 2.14, 1.45, 7.09, suppf,
2021-12-13,-459.78, -10.32, 206.27, 2.17, 1.45, 7.16, suppf,
2021-12-14,-458.62, -10.06, 213.69, 2.17, 1.45, 7.17, suppf,
2021-12-15,-461.23, -12.58, 205.09, 2.24, 1.48, 7.28, suppf,
2021-12-16,-462.73, -10.82, 205.37, 2.22, 1.47, 7.2, suppf,
2021-12-17,-462.05, -7.98, 204.43, 2.22, 1.47, 7.24, suppf,
2021-12-18,-460.69, -9.22, 203.20, 2.25, 1.47, 7.29, suppf,
2021-12-19,-461.47, -10.50, 197.52, 2.25, 1.48, 7.32, suppf,
2021-12-20,-460.27, -4.95, 203.62, 2.25, 1.47, 7.28, suppf,
2021-12-21,-460.42, -10.57, 200.54, 2.24, 1.47, 7.26, suppf,
2021-12-22,-464.17, -7.68, 203.27, 2.23, 1.47, 7.22, suppf,
2021-12-23,-460.77, -11.66, 205.56, 2.26, 1.49, 7.37, suppf,
2021-12-24,-460.89, -9.84, 202.44, 2.26, 1.48, 7.35, suppf,
2021-12-25,-463.44, -7.26, 196.89, 2.26, 1.49, 7.34, suppf,
2021-12-26,-458.59, -6.42, 197.18, 2.24, 1.48, 7.26, suppf,
2021-12-27,-457.64, -8.81, 200.61, 2.32, 1.53, 7.63, suppf,
2021-12-28,-461.68, -6.96, 209.41, 2.18, 1.47, 7.24, suppf,
2021-12-29,-461.63, -7.99, 201.23, 2.16, 1.45, 7.15, suppf,
2021-12-30,-459.86, -6.94, 193.20, 2.18, 1.47, 7.23, suppf,
2021-12-31,-460.25, -9.14, 204.47, 2.16, 1.45, 7.13, suppf,
