-360 Ref_Nlat *Dot#
-122.212 46.1979020944 TWRI
-122.212 46.1979020796 TWRI
-122.212 46.1979019266 TWRI
-122.212 46.1979022160 TWRI
-100.278 34.4596015204 TXCH
-100.278 34.4596014939 TXCH
-100.278 34.4596015024 TXCH
-98.1456 33.1948207874 TXJA
-98.1456 33.1948207759 TXJA
-98.1456 33.1948207444 TXJA
-98.1456 33.1948207127 TXJA
-98.1456 33.1948207194 TXJA
-103.109 31.8426038679 TXKM
-103.109 31.8426038515 TXKM
-104.357 29.5586491280 TXPE
-104.357 29.5586491414 TXPE
-104.357 29.5586491290 TXPE
-106.443 31.8701153933 TXWT
-106.443 31.8701153930 TXWT
-118.442 34.0691207287 UCLP
-118.442 34.0691207102 UCLP
-118.442 34.0691207102 UCLP
-118.442 34.0691207411 UCLP
-118.442 34.0691207774 UCLP
-101.694 19.8131803009 UCOE
-101.694 19.8131802865 UCOE
-101.694 19.8131802821 UCOE
-103.351 20.6937797070 UGEO
-99.1813 19.3126972473 UNIP
-115.243 36.2472957640 UNR1
-115.243 36.2472957423 UNR1
-118.802 39.6271119590 UPSA
-118.802 39.6271119413 UPSA
-118.802 39.6271119306 UPSA
-118.277 34.0195158871 USC2
-118.277 34.0195159388 USC2
-77.0663 38.9205659233 USN7
-96.9248 19.5163579368 UXAL
-96.9248 19.5163579315 UXAL
-96.9248 19.5163579399 UXAL
-323.144 3804939.31585 VABG
-323.144 3804939.31141 VABG
-76.4994 37.2486214840 VAGP
-76.4994 37.2486215201 VAGP
-77.5642 48.0970573364 VALD
-77.5642 48.0970573462 VALD
-77.5642 48.0970573357 VALD
-77.5642 48.0970573364 VALD
-77.5642 48.0970573391 VALD
-77.5642 48.0970573451 VALD
-77.5642 48.0970573433 VALD
-77.5642 48.0970573444 VALD
-122.516 45.6176274205 VCWA
-122.516 45.6176273978 VCWA
-122.516 45.6176274210 VCWA
-122.516 45.6176274024 VCWA
-118.22 34.1785656279 VDCY
-118.22 34.1785656321 VDCY
-118.22 34.1785656703 VDCY
-118.22 34.1785656840 VDCY
-64.7981 17.7161831283 VIKH
-64.7981 17.7161830644 VIKH
-118.514 34.1264480347 VIMT
-118.514 34.1264480549 VIMT
-118.514 34.1264480716 VIMT
-118.514 34.1264481222 VIMT
-118.514 34.1264481126 VIMT
-74.8473 9.2867417107 VMAG
-119.238 34.2757654934 VNCO
-119.238 34.2757655615 VNCO
-119.238 34.2757655671 VNCO
-118.485 34.2931931620 VNCX
-118.485 34.2931931490 VNCX
-118.485 34.2931931368 VNCX
-118.485 34.2931931411 VNCX
-118.485 34.2931931744 VNCX
-118.485 34.2931932383 VNCX
-118.121 34.5014811950 VNPS
-118.121 34.5014811686 VNPS
-118.121 34.5014811530 VNPS
-118.121 34.5014811427 VNPS
-118.121 34.5014812038 VNPS
-118.121 34.5014812125 VNPS
-118.121 34.5014812810 VNPS
-118.294 33.7126400886 VTIS
-118.294 33.7126400979 VTIS
-118.294 33.7126400613 VTIS
-118.294 33.7126400788 VTIS
-118.294 33.7126401088 VTIS
-118.294 33.7126401281 VTIS
-118.294 33.7126401448 VTIS
-118.557 35.7383896944 WASG
-118.557 35.7383896853 WASG
-118.557 35.7383897089 WASG
-121.826 47.5266475584 WASQ
-118.654 37.6643319930 WATC
-118.654 37.6643319964 WATC
-118.654 37.6643319655 WATC
-118.654 37.6643320059 WATC
-117.911 34.0618978738 WCHS
-117.911 34.0618978748 WCHS
-117.911 34.0618978598 WCHS
-117.911 34.0618978823 WCHS
-117.911 34.0618979104 WCHS
-117.911 34.0618979196 WCHS
-95.4486 44.6722127789 WDLM
-71.4933 42.6133359065 WES2
-71.4933 42.6133359106 WES2
-71.4933 42.6133359147 WES2
-71.4933 42.6133358866 WES2
-71.4933 42.6133358977 WES2
-71.4933 42.6133358947 WES2
-71.4933 42.6133359640 WES2
-71.4933 42.6133358869 WES2
-71.4933 42.6133358768 WES2
-71.4933 42.6133359174 WES2
-71.4933 42.6133358756 WES2
-71.4933 42.6133359396 WES2
-71.4933 42.6133358953 WES2
-71.4933 42.6133358743 WES2
-71.4933 42.6133358973 WES2
-71.4933 42.6133358872 WES2
-118.984 35.0108486559 WGPP
-118.984 35.0108486063 WGPP
-118.984 35.0108485995 WGPP
-118.031 33.9798847676 WHC1
-118.031 33.9798847375 WHC1
-118.031 33.9798847365 WHC1
-118.031 33.9798847238 WHC1
-118.031 33.9798847973 WHC1
-118.352 35.6950541149 WHFG
-118.352 35.6950541319 WHFG
-118.352 35.6950541168 WHFG
-116.392 33.9347569041 WIDC
-116.392 33.9347573598 WIDC
-116.392 33.9347573309 WIDC
-116.392 33.9347571808 WIDC
-116.392 33.9347573087 WIDC
-150.922 63.5527278177 WIKR
-76.0153 41.3052625502 WIL1
-76.0153 41.3052625475 WIL1
-76.0153 41.3052625133 WIL1
-76.0153 41.3052625270 WIL1
-76.0153 41.3052625272 WIL1
-122.168 52.2368673132 WILL
-122.168 52.2368673099 WILL
-118.742 34.5684990133 WKPK
-118.742 34.5684990004 WKPK
-118.742 34.5684990059 WKPK
-118.742 34.5684990419 WKPK
-118.313 36.1521117058 WLHG
-118.313 36.1521118130 WLHG
-118.313 36.1521118527 WLHG
-118.056 34.2261209094 WLSN
-118.056 34.2261209140 WLSN
-118.056 34.2261208665 WLSN
-118.056 34.2261208813 WLSN
-118.056 34.2261209680 WLSN
-118.414 34.2594239033 WMAP
-118.414 34.2594242588 WMAP
-118.414 34.2594241360 WMAP
-118.414 34.2594240419 WMAP
-118.414 34.2594240579 WMAP
-118.414 34.2594241039 WMAP
-118.059 34.0432381407 WNRA
-118.059 34.0432381694 WNRA
-118.059 34.0432382034 WNRA
-118.059 34.0432381971 WNRA
-116.932 34.6690140208 WOMT
-116.932 34.6690141307 WOMT
-116.932 34.6690141320 WOMT
-116.932 34.6690141823 WOMT
-118.242 35.6955687393 WORG
-118.242 35.6955687363 WORG
-118.242 35.6955687449 WORG
-118.428 33.9581523074 WRHS
-118.428 33.9581523010 WRHS
-118.428 33.9581523002 WRHS
-118.428 33.9581522916 WRHS
-118.428 33.9581523169 WRHS
-116.654 33.9553131110 WWMT
-116.654 33.9553130620 WWMT
-116.654 33.9553130451 WWMT
-116.654 33.9553130759 WWMT
-116.654 33.9553130519 WWMT
-116.654 33.9553130817 WWMT
-104.775 41.1045321755 WYLC
-104.775 41.1045321746 WYLC
-122.606 46.9487168106 YELM
-122.606 46.9487167878 YELM
-122.606 46.9487168008 YELM
-76.7402 39.9870298987 YORK
-115.922 32.6475669281 YUHG
-115.199 32.0276840715 YUMX
-118.084 34.6035183950 ZLA1
-118.084 34.6035182816 ZLA1
-118.084 34.6035182784 ZLA1
-118.084 34.6035183702 ZLA1
-111.952 40.7860436797 ZLC1
-111.952 40.7860435657 ZLC1
-111.952 40.7860436559 ZLC1
-73.0972 40.7843284639 ZNY1
-73.0972 40.7843284571 ZNY1
-73.0972 40.7843284201 ZNY1
-84.2967 33.3796886430 ZTL4
-84.2967 33.3796886303 ZTL4
-84.2967 33.3796885367 ZTL4
